Link,Size (KB),# of Outlinks,Content Type
https://www.foxnews.com/us/lawrence-jones-police-chiefs-impossible-jobs,211.935546875,336,text/html
https://www.foxnews.com/video/6189100950001,61.4990234375,74,text/html
https://www.foxnews.com/us/atlanta-officer-in-rayshard-brooks-case-faith-the-truth-will-come-out,212.576171875,328,text/html
https://www.foxnews.com/us/dallas-police-chief-resigns-criticism,204.37109375,331,text/html
https://www.foxnews.com/us/police-chief-hit-with-federal-charges-of-rigging-his-hiring,200.46875,324,text/html
https://www.foxnews.com/media/private-security-firm-hired-patrol-chop,204.810546875,327,text/html
https://www.foxnews.com/politics/newsom-slams-trumps-border-policies-says-california-wont-be-party-to-political-theater,210.1689453125,329,text/html
https://www.foxnews.com/us/seattle-man-says-detained-threatened-chop-live-streaming-protests,198.091796875,321,text/html
https://www.foxnews.com/us/cases-against-seattle-protesters-could-be-dismissed,202.201171875,322,text/html
https://www.foxnews.com/media/seattle-business-owners-police-ignore-calls-help,191.4453125,323,text/html
https://www.foxnews.com/politics/trump-not-happy-with-bipartisan-border-deal-but-doesnt-want-another-shutdown.amp,136.6474609375,182,text/html
https://www.foxnews.com/video/6001290186001,59.4873046875,77,text/html
https://www.foxnews.com/us/border-patrol-arrests-330-in-new-mexico-many-of-them-unaccompanied-minors,184.8056640625,317,text/html
https://www.foxnews.com/video/6167239205001,64.0908203125,83,text/html
https://www.foxnews.com/politics/trump-holds-maga-rally-in-texas,207.3037109375,336,text/html
https://www.foxnews.com/us/seattle-chop-protest-concrete-barriers-removed,209.650390625,325,text/html
https://www.foxnews.com/us/seattle-chop-shooting-protest,206.169921875,327,text/html
https://www.foxnews.com/video/6164966184001,56.4521484375,74,text/html
https://www.foxnews.com/media/seattle-chop-dan-springer-crew-accosted,195.896484375,317,text/html
https://www.foxnews.com/video/6248657624001,62.07421875,78,text/html
https://www.foxnews.com/us/live-updates-daunte-wright-police-officer-shooting-national-guard-minneapolis-chauvin-floyd-trial,251.8515625,321,text/html
https://www.foxnews.com/us/daunte-wright-shooting-anti-police-protests,253.7275390625,328,text/html
https://www.foxnews.com/video/6248905370001,59.68359375,73,text/html
https://www.foxnews.com/us/george-floyd-daunte-wright-justice-change-police-minnesota.amp,145.8798828125,186,text/html
https://www.foxnews.com/us/chicago-police-officer-days-off-events-across-country.amp,132.8779296875,187,text/html
https://www.foxnews.com/us/rochester-police-chief-retiring-after-daniel-prude-death.amp,144.22265625,185,text/html
https://www.foxnews.com/us/adam-toledo-chicago-police-shooting-video-gun,214.361328125,327,text/html
https://www.foxnews.com/politics/grand-jury-daniel-prude-case,197.08984375,328,text/html
https://www.foxnews.com/politics/trump-kamala-harris-campaign-left-bernie-sanders,206.265625,329,text/html
https://www.foxnews.com/politics/white-house-democratic-mayors-secure-your-streets,207.421875,333,text/html
https://www.foxnews.com/us/rochester-police-hospitalized-11-arrested-third-night-protests,201.04296875,324,text/html
https://www.foxnews.com/us/lawrence-jones-police-chiefs-impossible-jobs.amp,139.8525390625,194,text/html
https://www.foxnews.com/us/closing-arguments-begin-in-trial-of-amber-guyger-ex-dallas-cop-who-shot-neighbor-botham-jean,212.865234375,320,text/html
https://www.foxnews.com/us/texas-houston-family-eviction-coronavirus,208.0244140625,330,text/html
https://www.foxnews.com/us/rayshard-brooks-honored-public-atlanta-viewing,201.1484375,327,text/html
https://www.foxnews.com/us/atlanta-cops-call-out-no-direction-leadership,208.4267578125,329,text/html
https://www.foxnews.com/politics/biden-condemns-rioting-blasts-trumps-response,217.3134765625,331,text/html
https://www.foxnews.com/us/police-chief-hit-with-federal-charges-of-rigging-his-hiring.amp,128.3115234375,184,text/html
https://www.foxnews.com/media/private-security-firm-hired-patrol-chop.amp,134.0986328125,188,text/html
https://www.foxnews.com/us/cases-against-seattle-protesters-could-be-dismissed.amp,128.0849609375,183,text/html
https://www.foxnews.com/us/defund-police-george-floyd-protest-reforms-new-york-los-angeles-minneapolis,235.9970703125,332,text/html
https://www.foxnews.com/politics/trump-seattle-mayors-summer-of-love,202.8642578125,330,text/html
https://www.foxnews.com/media/seattle-chop-dan-springer-crew-accosted.amp,125.6201171875,181,text/html
https://www.foxnews.com/us/seattle-protest-zone-christian-preacher-street-viral-video,199.0224609375,326,text/html
https://www.foxnews.com/video/6164695061001,60.05078125,74,text/html
https://www.foxnews.com/media/hannity-town-hall-with-trump-viewership-across-all-primetime-television,196.1279296875,322,text/html
https://www.foxnews.com/us/chop-protesters-eyeing-area-near-precinct-refocusing-away-park-report,207.943359375,322,text/html
https://www.foxnews.com/us/seattle-chop-shooting-protest.amp,143.2421875,188,text/html
https://www.foxnews.com/video/6168283624001,58.0791015625,78,text/html
https://www.foxnews.com/video/6168030774001,55.701171875,74,text/html
https://www.foxnews.com/us/seattle-chop-protest-concrete-barriers-removed.amp,135.6044921875,185,text/html
https://www.foxnews.com/category/topic/border-wall,103.6416015625,339,text/html
https://www.foxnews.com/category/person/beto-orourke,104.927734375,339,text/html
https://www.foxnews.com/politics/lawmakers-reach-agreement-in-principle-on-border-security-talks-with-13b-for-barrier,204.2578125,327,text/html
https://www.foxnews.com/politics/trump-el-paso-as-border-wall-debate-continues,208.8759765625,329,text/html
https://www.foxnews.com/video/6001046690001,59.8994140625,76,text/html
https://www.foxnews.com/politics/trump-holds-maga-rally-in-texas.amp,135.8466796875,190,text/html
https://www.foxnews.com/us/border-patrol-arrests-330-in-new-mexico-many-of-them-unaccompanied-minors.amp,119.974609375,181,text/html
https://www.foxnews.com/us/30-unaccompanied-children-were-among-376-migrants-who-tunneled-under-border-wall-into-arizona,206.50390625,324,text/html
https://www.foxnews.com/politics/deaths-of-2-migrant-children-in-detention-prompt-more-thorough-health-assessments-at-border,216.841796875,324,text/html
https://www.foxnews.com/us/rochester-police-union-defends-officers-involved-in-daniel-prude-death,198.8974609375,322,text/html
https://www.foxnews.com/us/family-of-black-man-who-died-of-suffocation-after-arrest-calls-for-officers-to-be-ahrged,204.1611328125,321,text/html
https://www.foxnews.com/politics/grand-jury-daniel-prude-case.amp,125.826171875,183,text/html
https://www.foxnews.com/politics/customs-and-border-patrol-head-migrant-children-deaths-absolutely-devastating-for-us-on-every-level,212.6484375,328,text/html
https://www.foxnews.com/media/seattle-business-owners-police-ignore-calls-help.amp,128.3388671875,186,text/html
https://www.foxnews.com/video/6165434455001,57.1259765625,77,text/html
https://www.foxnews.com/us/seattle-man-says-detained-threatened-chop-live-streaming-protests.amp,128.9677734375,181,text/html
https://www.foxnews.com/us/seattle-chop-protest-police-video,211.056640625,329,text/html
https://www.foxnews.com/video/6164935011001,60.2001953125,74,text/html
https://www.foxnews.com/politics/california-gov-newsom-calls-trump-incompetent-in-inaugural-speech-vows-to-fight-wh-policies,196.908203125,322,text/html
https://www.foxnews.com/politics/talks-on-border-wall-break-down-ahead-of-second-possible-government-shutdown,235.7158203125,333,text/html
https://www.foxnews.com/politics/california-governor-to-reduce-national-guard-presence-at-border-with-mexico,196.7001953125,330,text/html
https://www.foxnews.com/politics/newsom-slams-trumps-border-policies-says-california-wont-be-party-to-political-theater.amp,141.4306640625,181,text/html
https://www.foxnews.com/video/6000930626001,61.115234375,78,text/html
https://www.foxnews.com/video/6166675246001,61.478515625,78,text/html
https://www.foxnews.com/us/atlanta-officer-in-rayshard-brooks-case-faith-the-truth-will-come-out.amp,137.0224609375,187,text/html
https://www.foxnews.com/us/atlanta-mayor-police-reforms-fatal-rayshard-brooks-shooting,214.75390625,326,text/html
https://www.foxnews.com/us/devin-brosnan-atlanta-cop-turned-himself-in-rayshard-brooks-shooting,209.5205078125,329,text/html
https://www.foxnews.com/category/us/atlanta,103.3369140625,339,text/html
https://www.foxnews.com/us/atlanta-erupts-after-rayshard-brooks-death-prompts-police-chief-to-step-down,208.2353515625,329,text/html
https://www.foxnews.com/category/politics/regulation/corruption,104.572265625,339,text/html
https://www.foxnews.com/us/dallas-police-chief-resigns-criticism.amp,132.1455078125,190,text/html
https://www.foxnews.com/video/6164043187001,62.4326171875,78,text/html
https://www.foxnews.com/person/j/lawrence-jones,109.630859375,340,text/html
https://www.foxnews.com/media/lawrence-jones-big-city-anarchists-using-george-floyds-death-as-a-shield,200.349609375,321,text/html
https://www.foxnews.com/us/police-black-asphyxiation-rochester,207.01171875,323,text/html
https://www.foxnews.com/us/la-public-school-board-votes-slash-school-police-budget.amp,129.1796875,185,text/html
https://www.foxnews.com/category/world/migrant-caravan,103.48828125,339,text/html
https://www.foxnews.com/video/6248869429001,61.1484375,78,text/html
https://www.foxnews.com/video/6346788772112,62.3623046875,79,text/html
https://www.foxnews.com/video/6346826238112,62.2529296875,76,text/html
https://www.foxnews.com/us/seattle-protesters-arrests-anti-cop-graffiti-explosive-police.amp,125.451171875,184,text/html
https://www.foxnews.com/politics/seattle-mayor-appeals-recall-decision.amp,125.3212890625,187,text/html
https://www.foxnews.com/us/seattle-pd-to-make-staffing-changes-following-violent-weekend-of-vandalism,196.7021484375,324,text/html
https://www.foxnews.com/us/seattle-washington-business-arsonist-molotov-cocktails,196.361328125,328,text/html
https://www.foxnews.com/video/6197179550001,58.78515625,73,text/html
https://www.foxnews.com/politics/la-police-budget-cuts-sexual-assault-unit,215.0576171875,331,text/html
https://www.foxnews.com/us/austin-city-defund-the-police-budget,212.6708984375,334,text/html
https://www.foxnews.com/video/6202391319001,62.109375,78,text/html
https://www.foxnews.com/politics/seattle-man-fatally-shot-near-biden-celebration-rally-report,194.9140625,329,text/html
https://www.foxnews.com/opinion/sean-hannity-how-trump-can-take-congress-garbage-deal-and-stick-the-wall-down-their-throats,199.1796875,323,text/html
https://www.foxnews.com/politics/1159-page-bipartisan-border-compromise-completed-trump-unclear-on-support,192.9873046875,326,text/html
https://www.foxnews.com/video/6001870931001,61.0029296875,77,text/html
https://www.foxnews.com/video/6017767793001,59.6748046875,77,text/html
https://www.foxnews.com/entertainment/rosie-odonnell-says-she-had-a-crush-on-the-view-co-host-elisabeth-hasselbeck.amp,130.220703125,188,text/html
https://www.foxnews.com/entertainment/rosie-odonnell-reveals-her-father-sexually-abused-her-it-started-very-young,189.2734375,333,text/html
https://www.foxnews.com/entertainment/rosie-odonnell-reveals-shes-engaged-to-army-veteran-elizabeth-rooney.amp,122.15234375,181,text/html
https://www.foxnews.com/video/5819001666001,56.0732421875,77,text/html
https://www.foxnews.com/entertainment/rosie-odonnells-ex-wife-michelle-rounds-dead-of-suicide,187.5341796875,330,text/html
https://www.foxnews.com/entertainment/fox-news-dominates-msnbc-cnn-across-the-board-during-february,196.00390625,334,text/html
https://www.foxnews.com/video/6013175128001,60.2041015625,80,text/html
https://www.foxnews.com/entertainment/this-is-cnn-primetime-lineup-filled-with-liberal-opinion-not-straight-news-as-network-claims.amp,141.2861328125,185,text/html
https://www.foxnews.com/entertainment/the-view-host-meghan-mccain-says-her-late-father-would-laugh-that-trump-is-so-jealous-of-him.amp,127.5302734375,184,text/html
https://www.foxnews.com/entertainment/the-view-co-host-joy-behar-says-lindsey-graham-needs-to-find-his-testicularty.amp,124.5302734375,182,text/html
https://www.foxnews.com/politics/cindy-mccain-shares-hateful-message-she-received-about-her-family-late-husband-after-latest-attack-from-president-trump,204.9658203125,327,text/html
https://www.foxnews.com/entertainment/meghan-mccain-slams-donald-trump-in-emotional-the-view-monologue,204.564453125,339,text/html
https://www.foxnews.com/video/6016188743001,59.837890625,77,text/html
https://www.foxnews.com/video/5822002153001,58.79296875,77,text/html
https://www.foxnews.com/entertainment/alec-baldwin-mom-death,223.2099609375,343,text/html
https://www.foxnews.com/entertainment/cnn-accused-of-diversity-issue-by-national-association-of-black-journalists-jeff-zucker-refuses-to-meet-with-group,213.958984375,343,text/html
https://www.foxnews.com/video/6010720036001,60.69921875,80,text/html
https://www.foxnews.com/entertainment/cnn-accused-of-failing-to-disclose-that-bernie-sanders-town-hall-was-loaded-with-democratic-operatives,215.4814453125,345,text/html
https://www.foxnews.com/us/alec-baldwin-rust-movie-shooting-videos,294.857421875,330,text/html
https://www.foxnews.com/politics/seattle-man-fatally-shot-near-biden-celebration-rally-report.amp,117.63671875,185,text/html
https://www.foxnews.com/politics/biden-wins-presidency-trump-fox-news-projects,252.1376953125,334,text/html
https://www.foxnews.com/politics/cruz-trump-path-to-victory-supreme-court,204.6787109375,328,text/html
https://www.foxnews.com/us/austin-city-defund-the-police-budget.amp,135.0478515625,194,text/html
https://www.foxnews.com/us/seattle-police-cuts-potential-federal-pushback,202.228515625,328,text/html
https://www.foxnews.com/politics/1159-page-bipartisan-border-compromise-completed-trump-unclear-on-support.amp,124.708984375,180,text/html
https://www.foxnews.com/video/6001964952001,56.1884765625,77,text/html
https://www.foxnews.com/entertainment/rosie-odonnells-ex-wife-michelle-rounds-dead-of-suicide.amp,114.7763671875,179,text/html
https://www.foxnews.com/entertainment/rosie-odonnell-reveals-her-father-sexually-abused-her-it-started-very-young.amp,118.5263671875,181,text/html
https://www.foxnews.com/politics/border-security-package-hits-hurdles-in-final-stretch,203.9443359375,330,text/html
https://www.foxnews.com/opinion/sean-hannity-how-trump-can-take-congress-garbage-deal-and-stick-the-wall-down-their-throats.amp,131.6435546875,186,text/html
https://www.foxnews.com/entertainment/fox-news-dominates-msnbc-cnn-across-the-board-during-february.amp,119.5263671875,179,text/html
https://www.foxnews.com/video/6007152116001,60.27734375,78,text/html
https://www.foxnews.com/entertainment/msnbcs-morning-joe-skips-jussie-smollett-during-chat-with-chicago-mayor-rahm-emmanuel,221.259765625,343,text/html
https://www.foxnews.com/entertainment/media-bad-boy-barstool-sports-thriving-in-politically-correct-climate-were-pretty-rare,260.7841796875,353,text/html
https://www.foxnews.com/politics/trump-signals-support-for-border-security-deal-after-meeting-with-shelby,200.1474609375,327,text/html
https://www.foxnews.com/video/6001451910001,60.1171875,79,text/html
https://www.foxnews.com/us/minnesota-ag-keith-ellisons-motion-to-join-cases-george-floyd-slaying-single-trial,202.341796875,325,text/html
https://www.foxnews.com/opinion/sean-hannity-democrats-fight-border-security-seek-to-abolish-ice-for-one-reason-they-hate-trump,201.0458984375,321,text/html
https://www.foxnews.com/us/portland-officials-still-cleaning-tear-gas-residue-toxins-from-streets-fear-water-pollution,205.0703125,323,text/html
https://www.foxnews.com/politics/donald-trumps-ongoing-feud-with-meghan-and-john-mccain-escalates-with-new-social-media-posts,201.416015625,326,text/html
https://www.foxnews.com/video/6015794456001,55.8662109375,76,text/html
https://www.foxnews.com/category/us/economy/housing,103.4296875,339,text/html
https://www.foxnews.com/category/us/austin,103.328125,339,text/html
https://www.foxnews.com/politics/la-police-budget-cuts-sexual-assault-unit.amp,129.462890625,187,text/html
https://www.foxnews.com/video/6176286969001,62.5517578125,78,text/html
https://www.foxnews.com/entertainment/the-view-star-joy-behars-anti-trump-statements-of-2018,237.611328125,346,text/html
https://www.foxnews.com/politics/cindy-mccain-shares-hateful-message-she-received-about-her-family-late-husband-after-latest-attack-from-president-trump.amp,130.6328125,182,text/html
https://www.foxnews.com/entertainment/meghan-mccain-slams-donald-trump-in-emotional-the-view-monologue.amp,132.0703125,187,text/html
https://www.foxnews.com/us/biden-transition-team-winner-election-declared,202.8984375,332,text/html
https://www.foxnews.com/politics/georgia-senate-race-david-perdue-reelection-jon-ossoff,213.5166015625,330,text/html
https://www.foxnews.com/politics/michigan-gop-chairwoman-says-software-glitch-tallied-thousands-of-republican-votes-as-democrat,203.1240234375,327,text/html
https://www.foxnews.com/politics/biden-wins-presidency-trump-fox-news-projects.amp,182.6064453125,185,text/html
https://www.foxnews.com/politics/cruz-trump-path-to-victory-supreme-court.amp,125.748046875,184,text/html
https://www.foxnews.com/video/6179830489001,56.2275390625,74,text/html
https://www.foxnews.com/us/randy-sutton-portland-rioters-complete-surrender-da,199.9111328125,330,text/html
https://www.foxnews.com/us/florida-sheriff-deputies-not-wear-coronavirus-masks,199.6875,326,text/html
https://www.foxnews.com/us/seattle-police-cuts-potential-federal-pushback.amp,128.3076171875,188,text/html
https://www.foxnews.com/politics/election-2020-live-coverage,231.7890625,323,text/html
https://www.foxnews.com/politics/alito-mail-in-ballots-pennsylvania,205.265625,328,text/html
https://www.foxnews.com/video/6001747788001,60.48046875,76,text/html
https://www.foxnews.com/video/6208152150001,60.767578125,76,text/html
https://www.foxnews.com/politics/border-security-package-hits-hurdles-in-final-stretch.amp,132.97265625,183,text/html
https://www.foxnews.com/politics/trump-vows-to-keep-fighting-will-use-every-aspect-of-the-law-in-ballot-counting-battle,221.3994140625,329,text/html
https://www.foxnews.com/entertainment/alec-baldwin-rust-set-shooting-recreated-video-simulation,230.4453125,340,text/html
https://www.foxnews.com/entertainment/alec-baldwin-hilaria-vermont-bar,246.689453125,344,text/html
https://www.foxnews.com/us/alec-baldwin-rust-movie-shooting-videos.amp,183.880859375,189,text/html
https://www.foxnews.com/politics/mulvaney-says-border-wall-will-get-built-with-or-without-funding-from-congress,203.00390625,328,text/html
https://www.foxnews.com/politics/trump-signals-support-for-border-security-deal-after-meeting-with-shelby.amp,132.3369140625,181,text/html
https://www.foxnews.com/entertainment/alec-baldwin-rust-shooting-immature-gun-handling,263.5849609375,354,text/html
https://www.foxnews.com/us/portland-protest-rioters-courthouse-police,206.1083984375,325,text/html
https://www.foxnews.com/video/6180666971001,61.06640625,78,text/html
https://www.foxnews.com/politics/freedom-caucus-chair-mark-meadows-gives-border-wall-deal-a-resounding-no,200.439453125,329,text/html
https://www.foxnews.com/politics/sean-hannity-slams-garbage-compromise-on-preliminary-agreement-on-border-security,197.5986328125,328,text/html
https://www.foxnews.com/us/portland-officials-still-cleaning-tear-gas-residue-toxins-from-streets-fear-water-pollution.amp,128.0556640625,183,text/html
https://www.foxnews.com/opinion/sean-hannity-democrats-fight-border-security-seek-to-abolish-ice-for-one-reason-they-hate-trump.amp,134.810546875,184,text/html
https://www.foxnews.com/category/topic/homeless-crisis,104.5224609375,339,text/html
https://www.foxnews.com/category/politics/elections/campaigning/trump-2020-campaign,104.5625,339,text/html
https://www.foxnews.com/politics/portland-mayor-ted-wheeler-reelection-battle,209.9453125,328,text/html
https://www.foxnews.com/politics/alito-mail-in-ballots-pennsylvania.amp,128.6943359375,184,text/html
https://www.foxnews.com/politics/gop-pa-asks-scotus-segregate-all-late-arriving-mail-ballots,211.2626953125,326,text/html
https://www.foxnews.com/politics/election-2020-live-coverage.amp,142.67578125,180,text/html
https://www.foxnews.com/politics/georgia-senate-race-david-perdue-reelection-jon-ossoff.amp,142.759765625,186,text/html
https://www.foxnews.com/politics/biden-campaign-argues-presidential-race-is-moving-to-a-conclusion-in-our-favor,217.4208984375,328,text/html
https://www.foxnews.com/video/6207761881001,57.6650390625,77,text/html
https://www.foxnews.com/us/new-jersey-state-police-rescue-65-year-old-driver-trapped-during-flash-flood-bodycam-video-shows,199.107421875,325,text/html
https://www.foxnews.com/entertainment/alec-baldwin-offered-no-help-rust-wrongful-death-lawsuit,225.7509765625,344,text/html
https://www.foxnews.com/politics/trump-vows-to-keep-fighting-will-use-every-aspect-of-the-law-in-ballot-counting-battle.amp,143.349609375,184,text/html
https://www.foxnews.com/us/florida-sheriff-deputies-not-wear-coronavirus-masks.amp,126.8984375,186,text/html
https://www.foxnews.com/entertainment/alec-baldwins-attorney-call-wrongful-death-lawsuit-statement,224.513671875,340,text/html
https://www.foxnews.com/video/6279501277001,63.279296875,80,text/html
https://www.foxnews.com/entertainment/alec-baldwin-hilaria-vermont-bar.amp,145.923828125,189,text/html
https://www.foxnews.com/entertainment/rust-armorer-breaks-silence-alec-baldwin-shooting-incident-blames-producers-unsafe-conditions,228.7880859375,346,text/html
https://www.foxnews.com/entertainment/alec-baldwin-rust-shooting-movie-sarah-zachry-third-search-warrant-handled-gun,222.7333984375,343,text/html
https://www.foxnews.com/entertainment/alec-baldwin-rust-movie-shooting-ongoing-investigation,265.2255859375,336,text/html
https://www.foxnews.com/politics/mulvaney-says-border-wall-will-get-built-with-or-without-funding-from-congress.amp,134.033203125,181,text/html
https://www.foxnews.com/opinion/democrats-and-the-border-what-they-dont-want-you-to-know,183.4873046875,315,text/html
https://www.foxnews.com/entertainment/santa-fe-county-sheriff-department-third-search-warrant-more-weapons-ammunition,226.73046875,342,text/html
https://www.foxnews.com/us/portland-protest-rioters-courthouse-police.amp,130.59765625,185,text/html
https://www.foxnews.com/category/topic/government-shutdown,104.005859375,339,text/html
https://www.foxnews.com/opinion/rep-mark-meadows-its-now-or-never-to-stand-up-and-fight-for-border-security,190.0908203125,314,text/html
https://www.foxnews.com/video/6001371866001,56.34765625,78,text/html
https://www.foxnews.com/us/hundreds-of-oregon-protesters-delay-ice-agents-detaining-2-men-for-hours,207.0166015625,329,text/html
https://www.foxnews.com/us/proud-boys-seattle-chop-assault-portland-protests,205.0009765625,325,text/html
https://www.foxnews.com/person/r/melissa-roberto,105.58203125,340,text/html
https://www.foxnews.com/entertainment/alec-baldwin-accidental-shooting-details-halyna-hutchins-death,228.337890625,346,text/html
https://www.foxnews.com/entertainment/alec-baldwin-rust-shooting-immature-gun-handling.amp,171.0732421875,198,text/html
https://www.foxnews.com/entertainment/rust-armorers-attorneys-speculate-sabotage-deadly-alec-baldwin-shooting,228.8955078125,347,text/html
https://www.foxnews.com/entertainment/baldwin-rust-shooting-armorer-gutierrez-reed-lawyers,225.2275390625,342,text/html
https://www.foxnews.com/entertainment/alec-baldwin-rust-shooting-industry-firearms-standards,235.5498046875,350,text/html
https://www.foxnews.com/category/politics/state-and-local/elections-disputes,103.84375,339,text/html
https://www.foxnews.com/politics/trump-challenges-pelosi-on-why-she-wants-to-keep-border-walls-she-calls-immoral,222.1201171875,335,text/html
https://www.foxnews.com/video/6000495240001,59.1357421875,77,text/html
https://www.foxnews.com/person/r/john-roberts,116.1171875,341,text/html
https://www.foxnews.com/entertainment/alec-baldwin-shooting-victim-halyna-hutchins-angry-death-friend-says-safety-mattered,232.5068359375,341,text/html
https://www.foxnews.com/video/6297720696001,61.44921875,77,text/html
https://www.foxnews.com/us/2-portland-police-officers-hurt-16-rioters-arrested-during-late-night-protests,211.28515625,325,text/html
https://www.foxnews.com/us/portland-police-banned-working-federal-law-enforcement,198.0380859375,325,text/html
https://www.foxnews.com/entertainment/alec-baldwin-rust-set-shooting-recreated-video-simulation.amp,141.7080078125,185,text/html
https://www.foxnews.com/media/randy-sutton-seattle-police-retake-autonomous-zone,193.66015625,319,text/html
https://www.foxnews.com/us/no-charges-for-arrested-portland-protestors,196.455078125,321,text/html
https://www.foxnews.com/us/randy-sutton-portland-rioters-complete-surrender-da.amp,132.2265625,188,text/html
https://www.foxnews.com/video/6180554682001,56.361328125,74,text/html
https://www.foxnews.com/politics/michigan-gop-chairwoman-says-software-glitch-tallied-thousands-of-republican-votes-as-democrat.amp,130.802734375,183,text/html
https://www.foxnews.com/politics/who-is-david-perdue-5-things-to-know,227.181640625,330,text/html
https://www.foxnews.com/elections/2020/general-results/senate,228.0439453125,364,text/html
https://www.foxnews.com/category/politics/2020-senate-races,116.25,354,text/html
https://www.foxnews.com/video/6165428211001,58.7666015625,79,text/html
https://www.foxnews.com/us/biden-transition-team-winner-election-declared.amp,130.7607421875,193,text/html
https://www.foxnews.com/category/person/elizabeth-warren,104.8095703125,339,text/html
https://www.foxnews.com/politics/biden-no-doubt-defeat-trump-votes,206.181640625,327,text/html
https://www.foxnews.com/politics/trump-no-plans-immediately-concede-election-biden-battlegrounds,247.638671875,332,text/html
https://www.foxnews.com/person/b/paul-best,109.2900390625,346,text/html
https://www.foxnews.com/politics/jon-ossoff-4-things-to-know-about-georgias-senate-candidate,213.908203125,328,text/html
https://www.foxnews.com/video/6001034218001,61.7587890625,81,text/html
https://www.foxnews.com/politics/donald-trumps-ongoing-feud-with-meghan-and-john-mccain-escalates-with-new-social-media-posts.amp,134.013671875,185,text/html
https://www.foxnews.com/us/body-cam-footage-george-floyd-released-judge,201.470703125,327,text/html
https://www.foxnews.com/video/6001422296001,56.357421875,77,text/html
https://www.foxnews.com/us/minnesota-ag-keith-ellisons-motion-to-join-cases-george-floyd-slaying-single-trial.amp,129.29296875,185,text/html
https://www.foxnews.com/video/6209080124001,61.6484375,78,text/html
https://www.foxnews.com/politics/sloganeering-kills-people-james-clyburn-tears-into-defund-the-police-movement,204.72265625,327,text/html
https://www.foxnews.com/entertainment/rust-investigation-santa-fe-county-sheriff-office-releases-police-footage-photos-interviews,221.787109375,341,text/html
https://www.foxnews.com/video/6305113983001,62.6162109375,77,text/html
https://www.foxnews.com/politics/james-clyburn-defund-police-democrats-dave-rubin,216.212890625,339,text/html
https://www.foxnews.com/category/politics/executive/budgets,103.9951171875,339,text/html
https://www.foxnews.com/us/portland-oregon-police-protests-riots-mayor,217.560546875,327,text/html
https://www.foxnews.com/us/riot-declared-portland-crowd-marches-police-union-building,200.7705078125,321,text/html
https://www.foxnews.com/video/6179707934001,63.2568359375,78,text/html
https://www.foxnews.com/elections/2020/general-results,408.4130859375,385,text/html
https://www.foxnews.com/politics/trump-campaign-predicts-victory-trump-alive-and-well,202.89453125,327,text/html
https://www.foxnews.com/video/6207516336001,58.4482421875,78,text/html
https://www.foxnews.com/entertainment/alec-baldwin-spotted-shirtless-hamptons-beach-10-year-anniversary-pregnant-wife-hilaria,235.6171875,344,text/html
https://www.foxnews.com/entertainment/alec-baldwin-backlash-woody-allen-interview,219.3701171875,341,text/html
https://www.foxnews.com/entertainment/hilaria-baldwin-says-enemies-husband-alec-seek-to-destroy-him-she-defends-his-humanity-online,228.41796875,344,text/html
https://www.foxnews.com/us/seattle-police-chief-carmen-best-resignation-lack-of-respect,209.6279296875,331,text/html
https://www.foxnews.com/video/6180160022001,61.2451171875,78,text/html
https://www.foxnews.com/politics/bidens-advisers-campaign-team-endorsements-bid,204.7373046875,327,text/html
https://www.foxnews.com/person/p/stephanie-pagones,107.69140625,341,text/html
https://www.foxnews.com/politics/biden-sanders-remain-at-the-top-of-the-2020-dem-polls,203.5546875,328,text/html
https://www.foxnews.com/us/us-protests-more-riots-and-lawlessness-in-cities-across-nation,243.5771484375,337,text/html
https://www.foxnews.com/category/us/crime/rape,102.8310546875,339,text/html
https://www.foxnews.com/story/rosie-odonnell-decided-to-leave-view-when-walters-failed-to-defend-her-against-trump,175.7841796875,309,text/html
https://www.foxnews.com/entertainment/rosie-odonnell-leaves-the-view-in-a-hurry,193.9033203125,328,text/html
https://www.foxnews.com/entertainment/meghan-mccains-twitter-clapback-at-view-critic-goes-viral-my-gift-to-the-internet,198.80078125,340,text/html
https://www.foxnews.com/entertainment/whoopi-goldberg-makes-surprise-view-appearance-after-near-death-experience,198.591796875,337,text/html
https://www.foxnews.com/entertainment/roman-polanski-calls-metoo-collective-hysteria-threatens-academy-with-legal-action-over-recent-expulsion,205.65625,335,text/html
https://www.foxnews.com/entertainment/whoopi-goldberg-reveals-near-fatal-health-scare-on-the-view,198.4228515625,338,text/html
https://www.foxnews.com/video/6019463985001,60.7626953125,77,text/html
https://www.foxnews.com/entertainment/rosie-odonnell-issues-sarcastic-apology-to-elisabeth-hasselbeck-over-crush-comments,199.240234375,343,text/html
https://www.foxnews.com/entertainment/roman-polanski-accused-of-raping-teenager-in-1972,205.4951171875,334,text/html
https://www.foxnews.com/entertainment/alec-baldwin-calls-woody-allen-backlash-unfair-says-it-was-a-privilege-to-work-with-director,204.5283203125,331,text/html
https://www.foxnews.com/entertainment/jenny-mccarthy-dishes-on-co-hosting-the-view-rips-creator-barbara-walters-i-was-miserable.amp,137.62890625,183,text/html
https://www.foxnews.com/entertainment/scarlett-johansson-under-fire-for-attacking-james-franco-at-womens-march-after-defending-woody-allen,201.4248046875,331,text/html
https://www.foxnews.com/entertainment/metoo-comments-killed-woody-allen-movie-deal-amazon-claims.amp,144.4228515625,214,text/html
